modelo,repeticao,pergunta,edital,tema,item_esperado,configuracao,status,valores_esperados,erro_conferencia,correta,referenciada,correta_com_referencia,item_recuperado,citou_item,tokens_entrada,latencia_ms,resposta
Claude Sonnet 5,2,q09-agr,Agricultura Familiar para ICTs 2026,elegibilidade,5.2.1,RAG vetorial,answered,true,,true,false,false,true,true,6462,14494,"Com base nos trechos fornecidos, as vedações/impedimentos que desqualificam (eliminam) uma proposta ou proponente são: **Na etapa de Habilitação (eliminatória):** - Não atender a pelo menos um dos Requisitos Formais para Habilitação da Proposta [c_59630d] (item 11.1.3), sendo eles: cadastro das instituições fora do prazo; inelegibilidade das instituições proponente/convenente/executora; quantidade de coexecutores acima do máximo; ausência de cópia da Política de Inovação (exclusivo ICTs públicas); e não atendimento à LDO 2026 quanto à contrapartida exigida [c_5260d8] (item 11.1). - Valor consolidado dos itens de orçamento inabilitados superar 30% do valor solicitado [c_b89e04] (item 11.2.2). - Importação de bens ou serviços com similar nacional de qualidade e preço equivalentes, exceto se comprovada a impossibilidade de fornecimento por empresa nacional [c_b89e04] (item 11.2.3). **Na etapa de Análise de Mérito (eliminatória):** - Obtenção de média ponderada inferior a 3,5 (três pontos e meio), considerando a totalidade dos critérios [c_bd5031] (item 11.3.1.1). - Obtenção de nota 1 (um) no critério 3 - Consistência e adequação do Projeto, quando o conjunto de cortes dos itens do orç"
Claude Sonnet 5,2,q09-agr,Agricultura Familiar para ICTs 2026,elegibilidade,5.2.1,Configuração híbrida,answered,false,,false,true,false,false,false,21063,23768,"Os impedimentos identificados nos trechos fornecidos ocorrem em três momentos distintos do processo: na **elegibilidade** (item 3) [c_b43187], na **habilitação da proposta** (item 11 e 18.1) [c_b89e04] [c_18c2fe], e na **contratação** (item 16.5) [c_386ab4]. ## Critérios de elegibilidade (item 3) - As executoras públicas federais **não podem** apresentar proposta diretamente como proponente: devem necessariamente atuar em parceria com instituição de apoio, que figurará obrigatoriamente como proponente [c_b43187] (item 3.3). - ICTs privadas sem fins lucrativos **devem** ter funcionamento regular nos últimos três anos; a ausência disso as desqualifica, conforme art. 94, inciso VIII, da Lei nº 15.321/2025 (LDO 2026) [c_b43187] (item 3.6). - Instituições de apoio a ICTs federais devem ser credenciadas/autorizadas perante MEC e MCTI, com comprovante a apresentar na contratação [c_b43187] (item 3.5). ## Impedimentos na Habilitação da Proposta (item 11 e 18) - A proposta será **eliminada** caso o valor consolidado dos itens de orçamento inabilitados supere 30% do valor solicitado [c_b89e04] (item 11.2.2). - Não é permitida a importação de bens/serviços com similar nacional de qualidade e "
Claude Sonnet 5,2,q09-agr,Agricultura Familiar para ICTs 2026,elegibilidade,5.2.1,Configuração com busca adicional,partial,true,,true,false,false,true,true,40227,39912,"Não há uma seção intitulada especificamente ""vedações"" nos trechos fornecidos, mas há impedimentos/condições que desqualificam o proponente em diferentes momentos do processo: na elegibilidade [c_b43187] [c_ed6984], na habilitação [c_5260d8] [c_59630d] [c_b89e04] e na contratação [c_386ab4] [c_502339] [c_8e447e] [c_9ba43a]. **1) Na apresentação da proposta (elegibilidade — item 3):** - Só podem apresentar proposta ICTs públicas ou privadas cadastradas na Plataforma Finep [c_b43187] [c_ed6984]. - Propostas só são admitidas se os dirigentes comprovarem poderes legais de representação [c_b43187] [c_ed6984]. - Executoras públicas federais devem obrigatoriamente ter uma instituição de apoio como proponente [c_b43187] [c_ed6984]. - ICTs privadas sem fins lucrativos devem ter funcionamento regular nos últimos três anos [c_b43187] [c_ed6984]. - Instituições de apoio a ICTs federais precisam de credenciamento/autorização perante MEC e MCTI [c_b43187] [c_ed6984]. - Uma mesma ICT executora só pode participar como Executora Principal em até 1 (uma) proposta; se apresentar mais de uma, **todas** as suas propostas são eliminadas [c_d2f451] [c_5d4a2f]. - A proposta será eliminada se descumprir qu"
Claude Sonnet 5,2,q10-reg,Subvenção Regional,avaliação,12.3.2,Doc. inteiro,answered,true,,true,false,false,true,true,22106,8403,"# Critérios de Avaliação de Mérito A Análise de Mérito (2ª Etapa) avalia os projetos com base em três critérios: Consistência da Proposta, Grau de Inovação e Relevância da Inovação [sec-d2-12.3]. ## 1. Consistência da Proposta (eliminatório) | Indicador | Nota | Peso | |---|---|---| | Consistência — analisa adequação da equipe executora, TRL, metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos | Sim ou não | Sim ou não | Este critério é eliminatório: propostas não consistentes são reprovadas [sec-d2-12.3.1]. ## 2. Grau de Inovação (nota 0, 1 e 2; peso 1 para cada indicador) | Indicador | Peso | |---|---| | Abrangência | 1 | | Parceria com ICTs | 1 | | Grau de Incerteza Tecnológica | 1 | | Qualificação da Equipe | 1 | | Composição dos Itens de Dispêndio | 1 | | Trajetória de Inovação da Empresa | 1 | [sec-d2-12.3.2] ## 3. Relevância da Inovação (nota 0, 1 e 2; peso 1 para cada indicador) | Indicador | Peso | |---|---| | Relevância do Tema Dentro das Prioridades do Setor | 1 | | Impacto na Estrutura de Mercado | 1 | | Internacionalização | 1 | | Externalidades | 1 | [sec-d2-12.3.2] ## Nota final e aprovação A nota da proposta é a média ponder"
Claude Sonnet 5,2,q10-reg,Subvenção Regional,avaliação,12.3.2,RAG vetorial,answered,true,,true,false,false,true,true,8886,13349,"Os critérios de avaliação de mérito estão organizados em três grupos, conforme item 12.3: **Consistência da Proposta, Grau de Inovação e Relevância da Inovação** [c_c98e90]. **1. Consistência da Proposta** (critério eliminatório) - Indicador: Consistência — analisa adequação da equipe executora, maturidade tecnológica (TRL), metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos. Nota: ""Sim ou não"" | Peso: ""Sim ou não"" [c_6a7725] - ""O critério Consistência da Proposta é eliminatório, sendo reprovadas as propostas que não forem consistentes."" [c_c98e90] **2. Grau de Inovação** (nota 0, 1 e 2; peso 1 cada indicador): - Abrangência — grau de ineditismo do produto/processo (nacional, regional ou restrita à empresa) [c_6a7725] - Parceria com Instituições Científicas, Tecnológicas e de Inovação (ICTs) [c_6a7725] - Grau de Incerteza Tecnológica [c_6a7725] - Qualificação da Equipe [c_6a7725] - Composição dos Itens de Dispêndio [c_6a7725] - Trajetória de Inovação da Empresa [c_c1a3f2] **3. Relevância da Inovação** (nota 0, 1 e 2; peso 1 cada indicador): - Relevância do Tema Dentro das Prioridades do Setor [c_c1a3f2] - Impacto na Estrutura de Mercado [c"
Claude Sonnet 5,2,q10-reg,Subvenção Regional,avaliação,12.3.2,Configuração híbrida,answered,true,,true,true,true,true,true,12175,13889,"De acordo com o item 12.3 do edital, os projetos habilitados são avaliados com base em três critérios: **Consistência da Proposta, Grau de Inovação e Relevância da Inovação** [c_c98e90]. O critério Consistência da Proposta é eliminatório, sendo reprovadas as propostas não consistentes [c_c98e90] [c_c4e782]. Os indicadores e pesos, conforme item 12.3.2, são [c_f128ad]: **Consistência da Proposta** - Consistência (equipe executora, TRL, metodologia, metas físicas, atividades, indicadores físicos, orçamento e prazos) — Nota: Sim ou não; Peso: Sim ou não [c_f128ad] **Grau de Inovação** - Abrangência — Nota 0, 1 e 2; Peso 1 [c_f128ad] - Parceria com Instituições Científicas, Tecnológicas e de Inovação (ICTs) — Nota 0, 1 e 2; Peso 1 [c_f128ad] - Grau de Incerteza Tecnológica — Nota 0, 1 e 2; Peso 1 [c_f128ad] - Qualificação da Equipe — Nota 0, 1 e 2; Peso 1 [c_f128ad] - Composição dos Itens de Dispêndio — Nota 0, 1 e 2; Peso 1 [c_f128ad] - Trajetória de Inovação da Empresa — Nota 0, 1 e 2; Peso 1 [c_f128ad] [c_c1a3f2] **Relevância da Inovação** - Relevância do Tema Dentro das Prioridades do Setor — Nota 0, 1 e 2; Peso 1 [c_f128ad] [c_c1a3f2] - Impacto na Estrutura de Mercado — Nota 0, 1 "
Claude Sonnet 5,2,q10-reg,Subvenção Regional,avaliação,12.3.2,Configuração com busca adicional,answered,true,,true,true,true,true,true,24799,17483,"# Critérios de Avaliação de Mérito (item 12.3 a 12.3.2) A Análise de Mérito (2ª etapa) avalia as propostas com base em três critérios: **Consistência da Proposta**, **Grau de Inovação** e **Relevância da Inovação** [c_c98e90] [c_f128ad]. ## Consistência da Proposta (eliminatório) O critério Consistência da Proposta é eliminatório, sendo reprovadas as propostas que não forem consistentes [c_c98e90]. | Indicador | Nota | Peso | |---|---|---| | Consistência | Sim ou não | Sim ou não | [c_f128ad] [c_c98e90] Analisa: adequação da equipe executora aos desenvolvimentos propostos, maturidade tecnológica (TRL), metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos [c_f128ad]. ## Grau de Inovação | Indicador | Nota | Peso | |---|---|---| | Abrangência | 0, 1 e 2 | 1 | | Parceria com Instituições Científicas, Tecnológicas e de Inovação (ICTs) | 0, 1 e 2 | 1 | | Grau de Incerteza Tecnológica | 0, 1 e 2 | 1 | | Qualificação da Equipe | 0, 1 e 2 | 1 | | Composição dos Itens de Dispêndio | 0, 1 e 2 | 1 | | Trajetória de Inovação da Empresa | 0, 1 e 2 | 1 | [c_f128ad] [c_6a7725] ## Relevância da Inovação | Indicador | Nota | Peso | |---|---|---| | Relevância"
Claude Sonnet 5,2,q10-tec,MIB R2 — Tecnologias Digitais,avaliação,7.2.2,Doc. inteiro,answered,true,,true,true,true,true,true,25811,7396,"Os critérios de Análise de Mérito (Etapa 2) são: **Consistência da Proposta**, **Grau de Inovação**, **Relevância da Inovação** e **Regionalização** [sec-d1-7.2.1]. **Consistência da Proposta** — critério eliminatório (Sim ou Não), sem peso numérico associado à nota final; analisa adequação da equipe executora, TRL, metodologia, metas físicas, atividades, indicadores físicos, orçamento e prazos [sec-d1-7.2.2]. **Grau de Inovação** (cada indicador com nota 0, 1 ou 2 e peso 1) [sec-d1-7.2.2]: - Abrangência — peso 1 - Grau de Incerteza Tecnológica — peso 1 - Qualificação da Equipe — peso 1 - Composição dos Itens de Dispêndio — peso 1 - Trajetória de Inovação da Empresa — peso 1 **Relevância da Inovação** (cada indicador com nota 0, 1 ou 2 e peso 1) [sec-d1-7.2.2]: - Relevância do Tema Dentro das Prioridades do Setor — peso 1 - Parceria com ICTs — peso 1 - Impacto na Estrutura de Mercado — peso 1 - Internacionalização — peso 1 - Externalidades — peso 1 **Regionalização** — nota 0 ou 1, peso 1: local principal de execução na região Norte, Nordeste ou Centro-Oeste [sec-d1-7.2.2]. A nota final da proposta é a soma da pontuação obtida nos indicadores de Grau de Inovação, Relevância da Inov"
Claude Sonnet 5,2,q10-tec,MIB R2 — Tecnologias Digitais,avaliação,7.2.2,RAG vetorial,answered,true,,true,false,false,true,true,7683,11819,"A Etapa 2 (Análise de Mérito) avalia os projetos habilitados com base em quatro critérios: **Consistência da Proposta**, **Grau de Inovação**, **Relevância da Inovação** e **Regionalização** [c_2636a9]. **1. Consistência da Proposta** — critério eliminatório (não pontuado, avaliado como ""Sim ou não""), reprovando propostas não consistentes [c_2636a9] [c_760b8a]. Analisa: adequação da equipe executora, maturidade tecnológica (TRL), metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos [c_760b8a]. **2. Grau de Inovação** — pontuado de 0 a 2 em cada indicador, todos com **peso 1** [c_760b8a]: - Abrangência (ineditismo do produto/processo) - Grau de Incerteza Tecnológica (risco tecnológico) - Qualificação da Equipe (participação de mestres/doutores) - Composição dos Itens de Dispêndio - Trajetória de Inovação da Empresa **3. Relevância da Inovação** — pontuado de 0 a 2 em cada indicador, todos com **peso 1** [c_df4912]: - Relevância do Tema Dentro das Prioridades do Setor - Parceria com Instituições Científicas, Tecnológicas e de Inovação (ICTs) - Impacto na Estrutura de Mercado - Internacionalização - Externalidades **4. Regionalização** — este c"
Claude Sonnet 5,2,q10-tec,MIB R2 — Tecnologias Digitais,avaliação,7.2.2,Configuração híbrida,answered,true,,true,true,true,true,true,24903,16795,"# Critérios de Avaliação de Mérito (Etapa 2) e Pesos Conforme o item 7.2.1, a Análise de Mérito é feita com base em 4 critérios: **Consistência da Proposta, Grau de Inovação, Relevância da Inovação e Regionalização** [c_2636a9]. ## 1. Consistência da Proposta (eliminatório, sem nota/peso numérico) 7.2.1.1. O critério é eliminatório, sendo reprovadas as propostas que não forem consistentes [c_2636a9]. - **Indicador:** Consistência — analisa adequação da equipe executora, maturidade tecnológica (TRL), metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos. Avaliação: ""Sim ou não"" [c_760b8a] [c_d6b138]. ## 2. Grau de Inovação (nota 0, 1 ou 2; peso 1 cada indicador) | Indicador | Peso | |---|---| | Abrangência | 1 [c_760b8a] [c_d6b138] | | Grau de Incerteza Tecnológica | 1 [c_760b8a] [c_d6b138] | | Qualificação da Equipe | 1 [c_760b8a] [c_d6b138] | | Composição dos Itens de Dispêndio | 1 [c_760b8a] [c_d6b138] | | Trajetória de Inovação da Empresa | 1 [c_760b8a] [c_d6b138] | ## 3. Relevância da Inovação (nota 0, 1 ou 2; peso 1 cada indicador) | Indicador | Peso | |---|---| | Relevância do Tema Dentro das Prioridades do Setor | 1 [c_d6b138] | | Parc"
Claude Sonnet 5,2,q10-tec,MIB R2 — Tecnologias Digitais,avaliação,7.2.2,Configuração com busca adicional,answered,true,,true,true,true,true,true,12462,13455,"# Critérios de Avaliação de Mérito (Etapa 2) A Análise de Mérito baseia-se em quatro critérios: Consistência da Proposta, Grau de Inovação, Relevância da Inovação e Regionalização [c_2636a9]. ## 1. Consistência da Proposta (eliminatório, sem peso numérico) Avaliação ""Sim ou não"" quanto a: adequação da equipe executora aos desenvolvimentos propostos, maturidade tecnológica (TRL), metodologia, adequação das metas físicas, atividades, indicadores físicos, orçamento e prazos [c_760b8a]. É eliminatório — propostas não consistentes são reprovadas [c_2636a9]. ## 2. Grau de Inovação (cada indicador: nota 0, 1 e 2 — peso 1) - **Abrangência**: grau de ineditismo do produto/processo (mundial, nacional ou restrita à empresa) [c_760b8a]. - **Grau de Incerteza Tecnológica**: risco tecnológico do projeto (item 1.5) [c_760b8a]. - **Qualificação da Equipe**: participação relativa de mestres e doutores [c_760b8a]. - **Composição dos Itens de Dispêndio**: intensidade de conhecimento das despesas [c_760b8a]. - **Trajetória de Inovação da Empresa**: histórico em projetos de inovação e infraestrutura tecnológica [c_760b8a]. ## 3. Relevância da Inovação (cada indicador: nota 0, 1 e 2 — peso 1) - **Relevâ"
Claude Sonnet 5,2,q10-agr,Agricultura Familiar para ICTs 2026,avaliação,11.3,Doc. inteiro,answered,true,,true,true,true,true,true,29028,6957,"Os critérios de Avaliação de Mérito, aplicados pelo Comitê de Avaliação a cada proposta, são [sec-d1-11.3]: | Critério | Peso | |---|---| | 1. Aderência ao Edital, Desenvolvimento C&T e Resultados Esperados (alinhamento ao objeto e à Linha Temática; contribuição para o desenvolvimento científico e tecnológico; resultados e impactos esperados; aderência à Política de Inovação da Executora) | 5 | | 2. Equipe (composição e vínculo; tempo de dedicação; aderência dos membros ao projeto; qualificação e produtividade) | 5 | | 3. Consistência e adequação do Projeto (cronograma físico, prazo, orçamento e itens solicitados; compatibilidade da metodologia; compatibilidade da infraestrutura) | 5 | | 4. Contribuição do projeto aos objetivos do Setor (abrangência e público-alvo; aderência a políticas como NIB, Programa Nacional de Bioinsumos, PLANAPO, PNPIAF e ENECI; contribuição na renda/qualidade de vida do produtor familiar; contribuição ao desenvolvimento sustentável) | 4 | | 5. Parcerias previstas, conforme item 5.6 | 2 | Todos os critérios são pontuados de 1 a 5, exceto o critério 5, que vai de 0 a 5 [sec-d1-11.3]. Observações relevantes: - Serão eliminadas as propostas com média ponderada"
Claude Sonnet 5,2,q10-agr,Agricultura Familiar para ICTs 2026,avaliação,11.3,RAG vetorial,answered,true,,true,true,true,true,true,6675,7133,"Os critérios de avaliação de mérito, conforme o item 11.3 do edital, são cinco, com notas de 1-5 (exceto o critério 5, que é 0-5) e os seguintes pesos [c_ed25e4]: 1. **Aderência ao Edital, Desenvolvimento C&T e Resultados Esperados** (alinhamento ao objeto e à Linha Temática; contribuição científica e tecnológica; resultados e impactos esperados; aderência à Política de Inovação da Executora) — **peso 5** [c_ed25e4]. 2. **Equipe** (composição e vínculo; tempo de dedicação; aderência dos membros ao projeto; qualificação e produtividade) — **peso 5** [c_ed25e4]. 3. **Consistência e adequação do Projeto** (adequação do cronograma, prazo de execução, orçamento e itens solicitados; compatibilidade da metodologia; compatibilidade da infraestrutura disponível) — **peso 5** [c_ed25e4]. 4. **Contribuição do projeto aos objetivos do Setor** (abrangência e público-alvo; aderência a estratégias/políticas como NIB, Programa Nacional de Bioinsumos, PLANAPO, PNPIAF e ENECI; contribuição para renda do produtor familiar; contribuição para desenvolvimento sustentável) — **peso 4** [c_ed25e4]. 5. **Parcerias previstas**, conforme item 5.6 — **peso 2** [c_ed25e4]. Observações relevantes sobre eliminaç"
Claude Sonnet 5,2,q10-agr,Agricultura Familiar para ICTs 2026,avaliação,11.3,Configuração híbrida,answered,true,,true,true,true,true,true,21971,15999,"Os critérios de Avaliação de Mérito e respectivos pesos, conforme item 11.3, são [c_b91065] [c_ed25e4]: 1. **Aderência ao Edital, Desenvolvimento C&T e Resultados Esperados** (alinhamento ao objeto/Linha Temática; contribuição científica e tecnológica; resultados e impactos esperados; aderência à Política de Inovação da Executora) — Notas: 1-5 — **Peso 5** [c_b91065] [c_ed25e4] 2. **Equipe** (composição e vínculo; tempo de dedicação; aderência dos membros ao projeto; qualificação e produtividade) — Notas: 1-5 — **Peso 5** [c_b91065] [c_ed25e4] 3. **Consistência e adequação do Projeto** (adequação do cronograma físico, prazo de execução, orçamento e itens solicitados; compatibilidade da metodologia; compatibilidade da infraestrutura disponível) — Notas: 1-5 — **Peso 5** [c_b91065] [c_ed25e4] 4. **Contribuição do projeto aos objetivos do Setor** (abrangência e público-alvo; aderência a políticas como NIB, Programa Nacional de Bioinsumos, PLANAPO, PNPIAF e ENECI; contribuição à renda do produtor familiar; contribuição ao desenvolvimento sustentável) — Notas: 1-5 — **Peso 4** [c_b91065] [c_ed25e4] 5. **Parcerias previstas**, conforme item 5.6 — Notas: 0-5 — **Peso 2** [c_b91065] [c_ed2"
Claude Sonnet 5,2,q10-agr,Agricultura Familiar para ICTs 2026,avaliação,11.3,Configuração com busca adicional,answered,true,,true,true,true,true,true,11189,11059,"Os critérios de Avaliação de Mérito (item 11.3) e seus respectivos pesos são [c_b91065] [c_ed25e4]: 1. **Aderência ao Edital, Desenvolvimento C&T e Resultados Esperados** — Notas 1-5, **Peso 5** [c_b91065] [c_ed25e4] - Alinhamento do projeto ao objeto da Chamada e à Linha Temática a que concorre; contribuição para o desenvolvimento científico e tecnológico nos âmbitos nacional, regional e local; resultados e impactos esperados; aderência do projeto à Política de Inovação da Executora [c_b91065] [c_ed25e4]. 2. **Equipe** — Notas 1-5, **Peso 5** [c_b91065] [c_ed25e4] - Composição e vínculo; tempo de dedicação dos membros ao projeto; aderência dos membros ao projeto; qualificação e produtividade [c_b91065] [c_ed25e4]. 3. **Consistência e adequação do Projeto** — Notas 1-5, **Peso 5** [c_b91065] [c_ed25e4] - Adequação do cronograma físico, do prazo de execução, do orçamento apresentado e dos itens solicitados; compatibilidade da metodologia proposta aos objetivos; compatibilidade da infraestrutura disponível [c_b91065] [c_ed25e4]. 4. **Contribuição do projeto aos objetivos do Setor** — Notas 1-5, **Peso 4** [c_b91065] [c_ed25e4] - Abrangência e público-alvo; aderência à estratégia naci"
Claude Sonnet 5,2,q11-reg,Subvenção Regional,avaliação,12.5,Doc. inteiro,answered,true,,true,true,true,true,true,22106,5046,"A nota final é calculada pela **média ponderada** das notas obtidas nos indicadores de Grau de Inovação e Relevância da Inovação [sec-d2-12.4]. A nota mínima para aprovação na etapa de Análise de Mérito é **1,20 (60% do máximo possível)** [sec-d2-12.5]. Detalhes complementares: - O critério ""Consistência da Proposta"" é eliminatório — propostas não consistentes são reprovadas, independentemente da pontuação nos demais indicadores [sec-d2-12.3.1]. - Os indicadores de Grau de Inovação e Relevância da Inovação são pontuados individualmente em 0, 1 ou 2, cada um com peso 1 [sec-d2-12.3.2]."
Claude Sonnet 5,2,q11-reg,Subvenção Regional,avaliação,12.5,RAG vetorial,answered,false,,false,true,false,false,false,8783,6122,"Não consta nos documentos selecionados. Os trechos fornecidos indicam que o critério ""Consistência da Proposta"" é eliminatório (reprovando propostas não consistentes) [c_c98e90] e detalham os indicadores de ""Grau de Inovação"" com notas de 0 a 2 e pesos 1 cada [c_4b1a1b], mas não trazem a nota mínima de corte para aprovação nem a fórmula/cálculo da nota final do projeto. Para eu localizar essa informação, você pode indicar se ela consta em outro item do edital (ex.: subitem específico sobre ""pontuação mínima"" ou ""cálculo da nota final"") ou anexar o trecho correspondente."
Claude Sonnet 5,2,q11-reg,Subvenção Regional,avaliação,12.5,Configuração híbrida,answered,true,,true,true,true,true,true,23761,17821,"**Nota mínima:** Serão consideradas aprovadas na etapa de Análise de Mérito as propostas que obtenham pontuação mínima de 1,20 (60% do máximo possível) [c_c4e782] [c_f128ad]. **Cálculo da nota final:** Será atribuída uma nota para cada proposta, que resultará na média ponderada das notas obtidas nos indicadores de Grau de Inovação e Relevância da Inovação (item 12.4) [c_c4e782] [c_f128ad]. **Observações complementares:** - O critério Consistência da Proposta é eliminatório: são reprovadas as propostas que não forem consistentes (item 12.3.1) [c_f128ad] [c_c98e90]. - Os indicadores de Grau de Inovação e Relevância da Inovação são pontuados em 0, 1 ou 2, cada um com peso 1, conforme tabela do item 12.3.2 (ex.: Abrangência, Parceria com ICTs, Grau de Incerteza Tecnológica, Qualificação da Equipe, Composição dos Itens de Dispêndio, Trajetória de Inovação da Empresa, Relevância do Tema, Impacto na Estrutura de Mercado, Internacionalização e Externalidades) [c_f128ad] [c_6a7725] [c_c1a3f2]. Não consta nos documentos selecionados. Caso precise do detalhamento matemático de como os pesos e notas individuais geram o valor de corte de 1,20, informe se há algum anexo específico do edital que "
Claude Sonnet 5,2,q11-reg,Subvenção Regional,avaliação,12.5,Configuração com busca adicional,answered,true,,true,true,true,true,true,39433,27298,"**Nota mínima para aprovação:** Serão consideradas aprovadas na etapa de Análise de Mérito as propostas que obtenham pontuação mínima de 1,20 (60% do máximo possível) [c_f128ad] [c_c4e782]. **Como a nota final é calculada:** Será atribuída uma nota para cada proposta, que resultará na média ponderada das notas obtidas nos indicadores de Grau de Inovação e Relevância da Inovação [c_f128ad] [c_c4e782]. Indicadores que compõem cada critério, conforme item 12.3.2 [c_f128ad] [c_6a7725] [c_c1a3f2]: - **Consistência da Proposta** é eliminatório (critério ""Sim ou não"") — reprova propostas não consistentes [c_c98e90] [c_f128ad]. - **Grau de Inovação**: indicadores Abrangência, Parceria com ICTs, Grau de Incerteza Tecnológica, Qualificação da Equipe, Composição dos Itens de Dispêndio e Trajetória de Inovação da Empresa, cada um com nota 0, 1 ou 2 e peso 1 [c_f128ad] [c_6a7725] [c_c1a3f2]. - **Relevância da Inovação**: indicadores Relevância do Tema Dentro das Prioridades do Setor, Impacto na Estrutura de Mercado, Internacionalização e Externalidades, cada um com nota 0, 1 ou 2 e peso 1 [c_f128ad] [c_c1a3f2]. **O que não consta:** os trechos não trazem a fórmula matemática exata (ex.: os peso"
Claude Sonnet 5,2,q11-tec,MIB R2 — Tecnologias Digitais,avaliação,8,Doc. inteiro,answered,true,,true,true,true,true,true,25811,6834,"**Nota mínima para aprovação:** 14 (quatorze) pontos na Etapa de Análise de Mérito [sec-d2-8]. **Como a nota final é calculada:** A nota final resulta da soma da pontuação obtida nos indicadores de Grau de Inovação, Relevância da Inovação e Regionalização [sec-d1-7.2.3]. Esses indicadores são avaliados com notas de 0, 1 ou 2 (exceto Regionalização, que é 0 ou 1), cada um com peso 1, conforme os seguintes critérios [sec-d1-7.2.2]: - **Grau de Inovação:** Abrangência; Grau de Incerteza Tecnológica; Qualificação da Equipe; Composição dos Itens de Dispêndio; Trajetória de Inovação da Empresa [sec-d1-7.2.2]. - **Relevância da Inovação:** Relevância do Tema Dentro das Prioridades do Setor; Parceria com ICTs; Impacto na Estrutura de Mercado; Internacionalização; Externalidades [sec-d1-7.2.2]. - **Regionalização:** se o local principal de execução do projeto está na região Norte, Nordeste ou Centro-Oeste [sec-d1-7.2.2]. Além desses, há o critério **Consistência da Proposta**, que é eliminatório (avaliado como ""Sim ou não"") e não entra na soma da pontuação — propostas inconsistentes são reprovadas independentemente da nota [sec-d1-7.2.1.1] [sec-d1-7.2.2]. **Eliminação mesmo com nota ≥ 14:**"
Claude Sonnet 5,2,q11-tec,MIB R2 — Tecnologias Digitais,avaliação,8,RAG vetorial,answered,true,,true,true,true,true,true,7705,10747,"**Nota mínima para aprovação:** Serão consideradas aprovadas na etapa de Análise de Mérito as propostas que obtenham pontuação igual ou superior a 14 (quatorze) pontos [c_480c28]. Além disso, serão eliminadas as propostas que receberem nota 0 em ao menos um dos critérios: ""Grau de Incerteza Tecnológica"", ""Abrangência"" e ""Relevância do Tema Dentro das Prioridades do Setor"" [c_480c28]. **Como a nota final é calculada:** - Será atribuída uma nota para cada proposta, que resultará da soma da pontuação obtida nos indicadores de Grau de Inovação, de Relevância da Inovação, e de Regionalização [c_7a44ed] (item 7.2.3). - Esses indicadores fazem parte dos critérios de avaliação da Etapa 2 (Análise de Mérito): Consistência da Proposta, Grau de Inovação, Relevância da Inovação e Regionalização [c_2636a9] (item 7.2.1). - O critério ""Consistência da Proposta"" é eliminatório — propostas não consistentes são reprovadas — e é avaliado como ""Sim ou não"", não entrando na soma numérica [c_2636a9] [c_760b8a]. - Dentro do Grau de Inovação, há pelo menos os indicadores ""Abrangência"" e ""Grau de Incerteza Tecnológica"", cada um com nota de 0, 1 ou 2 e peso 1 [c_760b8a]. - Serão aprovadas as propostas que a"
Claude Sonnet 5,2,q11-tec,MIB R2 — Tecnologias Digitais,avaliação,8,Configuração híbrida,answered,true,,true,true,true,true,true,12619,10924,"**Nota mínima para aprovação:** Serão consideradas aprovadas na etapa de Análise de Mérito as propostas que obtenham pontuação igual ou superior a 14 (quatorze) pontos [c_3a6d29] (Anexo 1, item 8). Além disso, serão eliminadas as propostas que receberem nota 0 em ao menos um dos seguintes critérios: ""Grau de Incerteza Tecnológica"", ""Abrangência"" e ""Relevância do Tema Dentro das Prioridades do Setor"" [c_3a6d29]. **Cálculo da nota final:** A nota de cada proposta resulta da soma da pontuação obtida nos indicadores de Grau de Inovação, de Relevância da Inovação, e de Regionalização [c_7a44ed] [c_d6b138] (item 7.2.3). Esses grupos de indicadores são compostos, conforme item 7.2.2 [c_760b8a] [c_d6b138]: - **Grau de Inovação** (cada indicador nota 0, 1 ou 2, peso 1): - Abrangência - Grau de Incerteza Tecnológica - Qualificação da Equipe - Composição dos Itens de Dispêndio - Trajetória de Inovação da Empresa - **Relevância da Inovação** (cada indicador nota 0, 1 ou 2, peso 1): - Relevância do Tema Dentro das Prioridades do Setor - Parceria com ICTs - Impacto na Estrutura de Mercado - Internacionalização - Externalidades - **Regionalização** (nota 0 ou 1, peso 1): - Regionalização: local p"
